query_id,aspect,query_text,doc_id,business_name,stars,review_snippet,source_systems,label,notes
Q001,food,best pizza in town,GFZGO69EUWGrJYH4nhWRjg,Pie Hole,5.0,The best PIZZA anywhere near NY.... I love this place and will come here every single time i am in Boise...  Thanks for the juicy pizza,tfidf,,
Q001,food,best pizza in town,EJr6F75jVU5GI61zg_5SiA,Adamo's Italian Restaurant,5.0,"Some of the best pizza I have ever had. Wish there was more seating, your best bet is carry-out. Get the thick crust, you won't be sorry!",tfidf,,
Q001,food,best pizza in town,v1r6_9BfnS71OMQqim5OAg,Renzi's Pizzeria,3.0,Renzis has good pizza but it's not the best. The pizza fries are so much better than old English.,tfidf,,
Q001,food,best pizza in town,df0KcG9vJ7C0Fgma7jAHdw,MidiCi The Neapolitan Pizza Company,5.0,the best pizza i've ever had!! definitely recommend the margarita pizza it is amazing! will definitely be going back,tfidf,,
Q001,food,best pizza in town,vnZOzzWJabkUkKNZmC9kOg,Domenica,5.0,One word.. heavenly. Hands down best pizza I've ever had in my life! Margherita is the way to go,tfidf,,
Q002,food,cold food undercooked steak,MYereT4gYoM6UmTh--fxgw,Hicks Bar-B-Que Company,1.0,The staff was extremely rude. Food was cold. I was soooo dissatisfied that I took time out of my today to type a review. This is literally the first time I have ever left a review about anything. Beware of undercooked and under seasoned/ unflavored food. If I could give negative stars I would.,bm25+hybrid,,
Q002,food,cold food undercooked steak,xrhxt5KSgSXlmFOVDr9RnA,The Red Cedar Grill and Cocktails,2.0,"We tried The Red Cedar for the first time last night. It is a nice place and the service was good. The rolls and butter were yummy. We both ordered the rib eye steak done medium. My steak was more like medium-rare, on the redder, rather than pink side. My husband's was done correctly. The steak was ",bm25+hybrid,,
Q002,food,cold food undercooked steak,r56I54RBjBbH0_GfP2avIg,The Mustard Seed Restaurant,1.0,"Definitely not authentic. Black eye peas were like refried Beans, chicken fried steak tasted as if it came out of a TV dinner. Service was ok at best. They spent to much on decor and zero on food quality. Jiffy style corn bread and undercooked greens. Must I go on? Very disappointed, I am a fan of M",bm25+hybrid,,
Q002,food,cold food undercooked steak,1O6IcqbuymSQ32jJiANc2g,Casa Mexico,2.0,I have been going to this restaurant since they opened. I went to dinner on Tuesday night and unfortunately it will probably be my last time. The last two times I went the food was subpar. Tuesday was worse. My daughter had seafood enchiladas and I had the Tuesday special steak Mexicano  my daughter,bm25+hybrid,,
Q002,food,cold food undercooked steak,BrOG8KiEp7LwlPQb1y5hWQ,O'Charley's,2.0,"Ordered breakfast. The biggest one they had. 
Cold...luke warm at best.
Sausage tasted ok, but cold.
Bacon was good, but cold.
Steak...Tough and cold.
Eggs - Flat, come on....they are scrambled... fluff them up a bit!
Toast, slightly burned.
Service was OK, except I think they left my food on the co",bm25+hybrid,,
Q002,food,cold food undercooked steak,qi8B8QvgMC2TluXh420oVw,The Birchwood,2.0,"Had Easter Sunday Brunch in the Grand Ballroom today, the food was nothing special, the shrimp cocktail was undercooked, the new york strip roast was way too undercooked even for those who like rare, and the potato casserole was undercooked.   Have to say it was a real disappointment, if it were not",bm25+hybrid,,
Q002,food,cold food undercooked steak,Nhq44SE1HQlwtLbnDL6pQg,Bruno's,1.0,"This place is filthy.  Went for breakfast and ordered eggs and hashbrowns, my partner ordered pancakes.  The sides of the table was sticky and dusty.  The hashbrowns were undercooked red potatoes, the eggs cold, and the pancakes must have had no baking powder as they were thick dense and tasteless. ",bm25+hybrid,,
Q002,food,cold food undercooked steak,WAQT49miJQtBgR7NQ7cayg,Sidelines Grill,1.0,"Disgusting undercooked food, chicken tenders were the size of turkey breast. Pathetic food and service.",bm25+hybrid+tfidf,,
Q002,food,cold food undercooked steak,nvfhxMsyIvYFQibZarjmnA,Noodles & Company,1.0,Poor meal. Chicken undercooked. Extras that were paid for - not included. Pasta had no sauce.,bm25+hybrid,,
Q002,food,cold food undercooked steak,1EHU9TFo9vWrEngdsLFjMw,O'Charley's Restaurant & Bar,2.0,"I ordered a medium well steak, and I got it and it was cold and dry! It was well, well done. Also, I ordered baby green beans and they were also pretty cold once biting into them. The service was great, just not some much the food. We also got kids chicken tenders and they were hard to cut and even ",bm25+hybrid,,
Q002,food,cold food undercooked steak,7golICxILnNzwOOTIZ4HTg,Burger King,1.0,Cold food is not appetizing.  One other car there and I got cold food.  No excuse for that.,tfidf,,
Q002,food,cold food undercooked steak,QKbd24rNFVD8EUH7Yy9ylA,Another Broken Egg Cafe,2.0,"Cold food, small tables with huge plates, paid 10.00 for parking. Nothing special. There are so many better places.",tfidf,,
Q002,food,cold food undercooked steak,ykn3CrFSnaFWt6hM4DsZOA,Milano's Pizza & Pasta,1.0,this place sucks they are rude and my food was cold not only was my food cold the delivery person dropped my pizza and was like it's ok cause it didn't fall out the box what type of mess is that!!!! never again. i give 0 stars.,tfidf,,
Q002,food,cold food undercooked steak,A-KLb6FfTzVepM_JQL8JzQ,Xiandu Thai,2.0,"Not so good for take out. Very cold food and we picked up.
Fried rice not so good
Beef was burnt
Surprised since we ate there before.
Buyer beware",tfidf,,
Q002,food,cold food undercooked steak,P3UZ1KeslHouues0C74P2g,Kanella South,2.0,"I used to LOVE Kanella. I was so excited to bring my boyfriend here from Baltimore. And wow was I embarrassed. The service was cold. The food was cold. We were rushed. Appetizers came after drinks - well after. An ordered second cocktail was entirely forgotten. 

It was really sad. Kanella is a plac",tfidf,,
Q002,food,cold food undercooked steak,b-KUByTrEnQnb4zyJNXJJQ,Tony Roni's,2.0,"Overpriced, mediocre, cold food!
If your looking for good food at a fair price, this is NOT the place for you. If you enjoy pulling all the cheese off of the paper they wrap the sandwich in, definitely go here. 
This place is a one and done for my wife and I.",tfidf,,
Q002,food,cold food undercooked steak,bAzZEjURLo7a3jcrD9DDsg,Dickey's Barbecue Pit,1.0,"Place is trash. Spent $80 on three meals and sides, delivery driver dropped off the order missing sides, cold food, tiny servings. Tried to call no one answered. Read the other Yelp reviews, turns out I should have done that first.",tfidf,,
Q002,food,cold food undercooked steak,NRS8heqOl9dXk9v9gbozEw,Bianchi's Italian,2.0,Pizza crust is undercooked so badly it was inedible; could only eat the edges.  Bad in every sense.,tfidf,,
Q002,food,cold food undercooked steak,QpusvREgRK99ig0oj27OLg,Olio E Limone Ristorante,2.0,"I was served an undercooked pizza, which made me Ill for 2 days. I understand that this could be a fluke, as everyone else's food was fine. Hence the 2-star review. It's a weak 2, though.",tfidf,,
Q003,food,fresh sushi great fish,ahg9FIjYYMPL5hUlYx6s-A,Ohana Sushi,5.0,"This place is amazing, best sushi joint! Great service, fish is so fresh, delicious rolls and nigiri. Our new go to sushi joint.",bm25+hybrid,,
Q003,food,fresh sushi great fish,gokfi2ZpCxDomJ6fJsnVSw,Kei Sushi,5.0,"We have been searching for a good sushi place in Reno for awhile.  Looking at pictures, seeing what looks like creative and fresh pairings.  Kei Sushi did a great job. Had the standard sushi offerings and the creative unique ones as well.  Fish was fresh.  Price was right.  All you can eat was offer",bm25+hybrid,,
Q003,food,fresh sushi great fish,JHSEc2Y5EE02-Fc200BgYA,Sakana Japanese Sushi Bar & Grill,4.0,Nice new place! Sushi and sashimi for 1 was fantastic!  Veggie bento was awesome and the black dragon and caterpillar rolls were great! Very fresh fish! Not too much rice on the rolls!,bm25+hybrid,,
Q003,food,fresh sushi great fish,hyX9ph2z5uxCtDS1sFSqzw,Jazz Sushi Bar,5.0,"Great sushi find in New Orleans. Fresh, tasty dishes and super friendly owners. Rainbow roll and cucumber salad delicious!  Don't be fooled by the food court location, very good quality fish. Highly recommend.",bm25+hybrid,,
Q003,food,fresh sushi great fish,NwH53VT-A22eSsZRSvsuUA,O-toro,2.0,"The service was sub-par and so was the food. We sat at the sushi bar and instead of seeing the fresh fish through the little window, there was a box of gloves and some random plates. The sushi was not the freshest.",bm25+hybrid,,
Q003,food,fresh sushi great fish,fL_Inm_BWOKGOsDPIPjZvA,Samurai Sushi,3.0,"Samurai Sushi is not what I expected. I am a huge sushi eater and decided to try this place based on the tremendous reviews. The inside is very small so expect to wait. It doesnt remind me of a typical sushi place; it is a bit warm and outdated. However, the sushi was not bad. The prices were extrem",bm25+hybrid,,
Q003,food,fresh sushi great fish,bNiAUc6SxeDNw0D_HSr8IQ,Makiman Sushi,5.0,"This is possibly my favorite sushi place in Philly. The ambiance isn't awesome, but the service is attentive, and the food is great. They have a bunch of interesting/creative rolls, and the fish is fresh and tasty. Plus the rolls are pretty large.",bm25+hybrid,,
Q003,food,fresh sushi great fish,oPq0CK459M36nl5FobH-9A,Oh Yoko!,5.0,"Some of the best sushi I have had in America. Very authentic except for specialty rolls, which were great, but are very westernized. The fish is very fresh, preparation and presentation were picture perfect. Special appetizer was whole fish (type of yellowtail, aji) served whole and sliced perfectly",bm25+hybrid,,
Q003,food,fresh sushi great fish,xwqnJVkgmBgcBzbicghfPg,Sushi Teri House,5.0,Great value. We love Sushi Teri downtown for family dinner nights with our teenage daughters.  I love the Mike 2 roll that is an incredible value considering the generous amount of fresh sashimi grade fish in it.  We also love their Tempura Udon.  My younger daughter likes to get the kids meal with ,bm25,,
Q003,food,fresh sushi great fish,8LFv8wYt1p97A_s0UCXjVg,Sushi Club,4.0,"We were celebrating our daughters birthday at Sushi Club upon her request. My wife is not a fish person so she ordered off the menu. She ended getting chicken teriyaki, salad, and miso soup (no picture). The rest of us went with the all you can eat sushi. My daughter started off with crab Rangoon's ",bm25+hybrid,,
Q003,food,fresh sushi great fish,1Vp1HA2WwNfjDGhTJllMuA,Tha Joint Sushi & Grill,5.0,"Outstanding sushi, very creative rolls, and the service can't be beat. They are SO nice to our little ones, too. The price is just right, and you leave feeling stuffed, but on fresh fish... So it's not so bad ;)",hybrid,,
Q003,food,fresh sushi great fish,0LV5Ic43BGZmoQHz8CLarQ,Ota-Ya,4.0,"The sushi is great, atmosphere is decent, staff is good.. Prices are okay too. Over all I'd recommend you try it out!!",tfidf,,
Q003,food,fresh sushi great fish,eaJN_PmIsKn3F3m3BcHD6g,Umi Japanese Cuisine,4.0,"Great, fresh Sushi and a nice setting. Also, you can create your own rolls if you want. The Godzilla roll is delicious!!!",tfidf,,
Q003,food,fresh sushi great fish,aeWSzM9VFoYVcrZkr44m6w,Royal Sushi & Bar,4.0,very convenient; nice atmosphere; very good service; appropriate pricing; very accommodating; a good place for fresh sushi.,tfidf,,
Q003,food,fresh sushi great fish,RVEtrvgkc7B3_b86n6GxIA,JJ Sushi,5.0,Great fresh sushi. One of the best in town. The only bad thing is their website is pretty much non existent so you can order online or anything,tfidf,,
Q003,food,fresh sushi great fish,z87SG5r7HLbiOy6P0pmmxA,Sakana Sushi,3.0,The sushi was great but the location is not and the customer service was alright because the waitresses and waiters seem very forced in trying to be nice. I recommend Tokyo sushi. Their sushi is better and the customer service is better too.,tfidf,,
Q003,food,fresh sushi great fish,mZ3C3dvFzTWDPWFxlN3JFw,The Tamale Place,4.0,We were in town for the weekend and stopped by. We had the spicy pork tamales which were great and the fish tamales which were ok .  Good service but they need more space.,tfidf,,
Q003,food,fresh sushi great fish,O_PJOehVtXJo-YDkRQMn8A,Shumai Wok,4.0,"This is the only Chinese food i get in Lower Bucks, its great. Delivery service is super quick AND they offer sushi too. Great place, we dont go anywhere else.",tfidf,,
Q003,food,fresh sushi great fish,c6rMYIbUh6Ll_PyjgtYQaA,Jumbo Buffet,3.0,Good variety of Asian food including fresh sushi and Seafood. Priced right. Not overly salty. Fast and convenient. Always has the neighborhood smelling delicious!,tfidf,,
Q003,food,fresh sushi great fish,o6zT5K3jHwoV-Gznqawfiw,Ichiban Japanese Steak House,5.0,We really loved Raffy as our sushi chef. He listened to what we liked and came up with some beautiful and yummy rolls. There was a filet mignon roll that was excellent too. The all you can eat sushi is a great way to try lots of variety. Thanks for all the fresh ginger Raffy!,tfidf,,
Q003,food,fresh sushi great fish,Ioxzs5KtRfQoaA5qq00mzg,Phillips Bar & Restaurant,5.0,"This is a fun place if you can find it! I went there with my daughter and her friends after they worked out at Tulane. We ate at the bar. I think most had the quesadillas, which I tried. It was great! I had the fish tacos and they were perfectly crunchy. The service was great. We were in a hurry so ",tfidf,,
Q004,food,bland tasteless food,PxMSK1JFwdLmhlm-hB79Og,Pizza by Elizabeths,1.0,"Drop ""Pizza"" from the name and just call this place ""Elizabeth's"" as the pies were cold, bland, and tasteless. You will be better off having an Ellios pizza topped with an artichoke.",bm25+hybrid+tfidf,,
Q004,food,bland tasteless food,eb5F5I21XRHVpl-_Wliycg,Paprika Restaurant,1.0,"Horrendous quality food! We all arrived starving and We all love Greek food but have never been so disappointed with a dinner--Dry, bland and tasteless food--as if the chef completely does not care. Completely inedible!",bm25+hybrid+tfidf,,
Q004,food,bland tasteless food,2y6vIlkZW9TdCt1qfBe5Qg,New York Pizza,1.0,"Extremely bland and ordinary, and slow. Crust was preformed frozen, with gummy mozzarella and the Parmesan was the stale and tasteless packaged variety in shakers. Tomato sauce was nearly without tomato flavor. Really only deserves 1/4 star but yelp doesn't give that option. Sad pizza in a city famo",bm25+hybrid,,
Q004,food,bland tasteless food,4RhvY6ByBVb7f_oeNRcM0A,Sojourner Cafe,2.0,"1.5 stars. To sum up, the food ""looks"" the part but was fairly tasteless. 

The Black Bean Soup was the favorite part of my meal. The nut burger I had was really bland and the side of pasta salad (that comes with the burger) was also a miss

My husband enjoyed his potato taco but all the trimmings (",bm25+hybrid,,
Q004,food,bland tasteless food,jXDnTj2Z3hl7Cx7Dy2o0Ng,Lemon Grass Thai Restaurant,2.0,"This was far from the best Thai food I've ever had. The Coconut Chicken Soup was bland. Pad Thai, the most basic dish, was tasteless as if it had been sitting around for days. Worst of all was the service. Our server was a grouchy woman who couldn't manage a smile and managed to spill hot tea on me.",bm25+hybrid,,
Q004,food,bland tasteless food,7UMhwikdysJ9EeWstKL5QQ,Benihana,2.0,"My kids were smitten by the teppanyaki chef's performance. For me, that was the highlight. I remember as a child in the early 70's being transported when we went to Benihana's in my hometown. Tonight's dinner experience was homogenous and bland. It felt very much like any other chain restaurant. The",bm25+hybrid,,
Q004,food,bland tasteless food,IFM39NpKi9c4qSDeROuJ6A,Wildflower,2.0,Friends wanted to go to Wildflower for dinner.  We ordered the half chicken.  It was service raw and returned.  They then service chicken so overcooked that it was a rubber chicken.  House salad was bland and small.  Fried shrimp and vegetables were tasteless.  Other main courses were average.  To c,bm25+hybrid,,
Q004,food,bland tasteless food,PBllUJFjY91Zbncm8rX4Aw,Super Cuca's Taqueria,1.0,If I could give zero stars I would. Horrible food. Nacho fries were raw and the manager refused to make it right. Beans and rice are tasteless and enchiladas were nasty. Will never go back here. I don't know how they are in business serving this tasteless and overpriced food.,bm25+hybrid+tfidf,,
Q004,food,bland tasteless food,3f7qAedPVbfLJBwrmTEOfg,Indy Burger,1.0,Absolutely tasteless burger. Was it even real beef? Yuk! An absolute waste of my money.,bm25+hybrid+tfidf,,
Q004,food,bland tasteless food,plbp_IQetMpvs9JmYaA7sg,Tom's Dim Sum,2.0,Food delivery had weird inedible pieces (soup dumplings) and wasn't tasty. The wonton soup was tasteless,bm25+hybrid,,
Q004,food,bland tasteless food,qnCCEp431Juha7bjBdeGlw,Jake's Wayback Burgers,2.0,"Poor excuse for Mexican food, but then again so is every Taco Bell. Same tasteless food Texas to PA.",tfidf,,
Q004,food,bland tasteless food,QmkwbnqAg-eErO2d_kuRGA,BBQ4LIFE,1.0,"Cold, tasteless food. My wife and I went here after seeing the amazing reviews, but after trying it, I don't understand why. 

I got the meat sampler:
- tri-tip: cold and there's no taste. We tried adding salt & pepper, but that meat was helpless. 
- ribs: edible but cold.
- pulled pork: cold & tast",tfidf,,
Q004,food,bland tasteless food,TmEOK7ZNHRcVM92u2SIaYQ,Prep & Pastry,1.0,"My wife and I were looking forward to brunch. It was our first visit.
What a disappointment!
After 20 minutes our order had still not appeared. When we said we were leaving it suddenly arrived.
The food itself was not appealing at all. My dish was piled with some sort of potatoes, a sausage patty, s",tfidf,,
Q004,food,bland tasteless food,lcd4xHrDnCX6PASR7RtJqw,Cane and Table,2.0,"Went here for my fiance's birthday at his request. The drinks were great the service was not. Our female server seemed less than enthused to be serving us even though we were one of the few tables in the place.

With the amazing reviews that this place received and was listed as a best new restauran",tfidf,,
Q004,food,bland tasteless food,oV2fLYMjquIrY5uctAXGZQ,Mexican Post,3.0,The pork was tough and everything else was tasteless. The margaritas were boring too. This is one big MEH.,tfidf,,
Q004,food,bland tasteless food,f0Qn_t7AvZ2PftWvT0JRkQ,Margaritas Mexican Restaurant,2.0,good place for drinks and basic apps...food was bland and not very fresh...bland. The McDonalds of Mexican food.,tfidf,,
Q005,service,slow service rude waiter,UH376GU9J5mv6ojMK1tTBA,Surfside Taphouse,1.0,"Absolutely terrible meal and ridiculously overpriced 

Waiter fail to check in the table. Literally had to find him to get water refills.  

Charges gratuity for party's of seven and didn't even notify us ahead of time.  

Also extremely slow slow slow service.",bm25+hybrid+tfidf,,
Q005,service,slow service rude waiter,ToNx1XZMe5LaSjq3D2x0NA,Middle Grounds Grill,2.0,"Worst was recommended by a waiter at The Don Cezar Hotel service was rude at best the waiter could careless the bartender didn't know how to make a Cosmo and the food was pretty average.
I wouldn't recommend it.",bm25+hybrid+tfidf,,
Q005,service,slow service rude waiter,aPmmtdlkp2GjxGWYkRMBVw,Burger King,1.0,Manager Candice Robinson.  Terribly slow.  Rude staff.  Avoid this location if possible.,bm25+hybrid,,
Q005,service,slow service rude waiter,0KROVAMrQOG_cF-YqUQyfQ,"The Ritz-Carlton, New Orleans",3.0,"The first impression was poor....  the staff was not rude by any means, how ever they were not the five star service I expected. Our waiter was very informative & pleasant though!",bm25+hybrid,,
Q005,service,slow service rude waiter,lJ_VPYmZyOfVYJ4r7D8wkw,The 404 Kitchen,3.0,"Service was slow. Staff was non attentive. Almost at a snobby level. We ordered appetizers, waiter forgot. We are party of 2, tables with more people revived more attention.",bm25+hybrid,,
Q005,service,slow service rude waiter,UHlkYGaW3DVAEMzB_gt27Q,Trolley's American Cafe,2.0,Slow service and a bartender with a major attitude. I think her name was Melissa and she was very unfriendly and rude to us and other patrons. The steak sliders were horrible but the wings were pretty good.,bm25+hybrid+tfidf,,
Q005,service,slow service rude waiter,_UlU4bG2Qr0ha72-tHd55A,Joe's Crab Shack,1.0,Poor customer service. A waiter spilled butter on my wife and the managers were reluctant to admit it was a mistake and apologize. Wait staff was slow and not very observant. Worst service I have ever had at a restaurant.,bm25+hybrid,,
Q005,service,slow service rude waiter,HUBdJwst45yDcoBYMYA_vw,Hooters,2.0,"Went there for the manny-mayweather fight. The tv's where plentiful. The wings where hot and good. The bad: waitress service was slow and rude, drinks where all messed up from the beginning, bathrooms where a mess. Should of went to the tilted kilt for better looking women.",bm25+hybrid,,
Q005,service,slow service rude waiter,Z3SJqt1aKyg2DduD9RasQA,Meze 119,1.0,Terribly rude waiter threw the checkbook on the table after adding a tip to our bill. We were four people. Overpriced food and VERY small portions. I would not recommend eating here.,bm25+hybrid,,
Q005,service,slow service rude waiter,V_BPpxjNwALqzug3GpqUuw,Applebee's Grill + Bar,1.0,This is the worst Applebee's of all time. Everyone who works there is slow and incredibly rude. It takes them forever to do anything because the employees are all lazy. The restaurant is frequently dirty. No.,bm25+hybrid,,
Q005,service,slow service rude waiter,yjaW3t7uWXP99u71tKASDw,Checkers,3.0,The Food was good ......the service was VERY slow!   I liked the food to put up the slow service. It appears to have gone out of business.....,tfidf,,
Q005,service,slow service rude waiter,Scq2m1TsR1OTwg9MBnL0-g,Colleen's,1.0,"Wow terrible service. Rude staff dead flies everywhere. No one cleans counter. Standing water at water stand.
Stay away!!!!",tfidf,,
Q005,service,slow service rude waiter,VUA_f21czScuKS0iNe_-Fg,DiVello's Deli Of Cherry Hill,1.0,After ordering for many years we are done. Very pricey for bad food. This place has gone down hill. Horrible service. Rude owner. I will never go there again!!! The person who took order could was incredibly rude. Phil's is welcoming and the food is so much better!!!,tfidf,,
Q005,service,slow service rude waiter,ZKt0Ukzy_GUXLEwUXWnaog,Franky & Johnny's,2.0,"Mediocre food, very slow service and higher prices. At least for takeout anyway.",tfidf,,
Q005,service,slow service rude waiter,uo57oPjmq2ucMau7rE6aMw,Vinny's At Chester Springs,1.0,Worst service and rude ownership.  Our first bad experience but will never return.  Was appalled at their lack of caring that our food showed up sporadically and incorrect.  Asked for the manager and was told no.  Last visit.,tfidf,,
Q005,service,slow service rude waiter,gCosc4M7Iipzl3NV9Z9gWQ,NOLA Poboys,4.0,"The food is good, but the lady behind the counter was rude and patronizing. They charged an extra 2$ for oysters and I didn't realize it. When I went back to ask about what I spent my money on the white chick was rude and condescending. However, the other people were genuinely sweet. I would recomme",tfidf,,
Q005,service,slow service rude waiter,hd8H49bVFIrKCl9xVgZC-g,BJ's Restaurant & Brewhouse,2.0,"Extremely slow service... Even on a slow night! Took forever for our appetizers to come out, and our entrees, oh and desert as well!",tfidf,,
Q006,service,friendly staff excellent service,fJq3spQuVxywAvyLpO50mg,Java Downtown Boise,4.0,Coffee is excellent. Food was good. Customer service is excellent. Very friendly staff. Great atmosphere. Very popular place. Steady flow of customers. Enjoyed our experience.,bm25+hybrid,,
Q006,service,friendly staff excellent service,8aQhB8KnADv0HQyxv2GZMQ,Duke's,5.0,"Sitting at Dukes having my first sandwich and beer. Great atmosphere, amazing music, even better sandwiches. Will absolutely come back. Very friendly staff and excellent service.",bm25+hybrid+tfidf,,
Q006,service,friendly staff excellent service,bEbfNHh6YlFf7dv7zwEvKg,PJ Whelihan's Pub + Restaurant - Downingtown,3.0,"First time coming here at it was okay.....service was excellent and staff very friendly! Clean tables. Food was okay, not much flavor. Chili was on the watery side.",bm25+hybrid,,
Q006,service,friendly staff excellent service,zUA7jlQZqw231P6AD3cijg,Dots Diner - Williams Blvd.,4.0,"I ordered the Crawfish Creole for breakfast with 2 eggs, Swiss cheese, hash browns and toast.  I really enjoyed it and the service was excellent and super friendly staff. Another must try.",bm25+hybrid,,
Q006,service,friendly staff excellent service,TrxTgySH6aZqFv02txz7bQ,Johnny's Po-Boys,5.0,Service and food is always EXCELLENT!!! The staff are friendly! The cashiers always have a smile on their face even when customers are sometimes RUDE! I hope management pays them for their WORTH!!!,bm25+hybrid,,
Q006,service,friendly staff excellent service,4WcHpvuq3Ern0MGdKpIoCg,The Shaved Duck,5.0,Pleasantly surprised. The food was excellent and well proportioned and the staff was super friendly.,bm25+hybrid,,
Q006,service,friendly staff excellent service,_PNe0mppxPS-7KnSzgugLw,Chiwa Bistro,4.0,"Delish! Will definitely be back. So staff extremely friendly, great atmosphere and excellent portion sizes.",bm25+hybrid,,
Q006,service,friendly staff excellent service,X_Gv4kwRv9aQrDOoY3ubgg,Cafe Patachou,5.0,Excellent food and service! Staff was very friendly. The dog patio was very convenient  and my dog really enjoyed it. Highly recommend stopping by here for breakfast or lunch. Prices were also generally inexpensive.,bm25+hybrid,,
Q006,service,friendly staff excellent service,mcjR9boK0gY-FCrAIziuiQ,3 Agaves Mexican Restaurant & Cantina,5.0,"Excellent food, great prices, super clean, friendly staff. Enjoyed our dinner... we'll be back soon!",bm25+hybrid,,
